Warehouse_ID,Date,Region,Utilization_%,Days_Of_Supply_Remaining,Stock_Aging_90d_Plus,SLA_Compliance_%,Split_Tag
WH012,2021-08-01,West,59.9725,,1206.0,75.3818,TRAIN
WH012,2021-08-01,Central,53.2834,30.0,220.0,76.8429,TRAIN
WH013,2021-08-01,North,52.7969,34.0,1201.0,75.5046,TRAIN
WH013,2021-08-01,North,45.5064,14.0,2114.0,71.2829,TRAIN
WH013,2021-08-01,Central,57.631,12.0,493.0,76.7289,TRAIN
WH014,2021-08-01,Central,51.3038,11.0,719.0,77.248,TRAIN
WH014,2021-08-01,East,55.5712,31.0,2472.0,74.7932,TRAIN
WH014,2021-08-01,East,58.4364,22.0,1967.0,,TRAIN
WH015,2021-08-01,West,59.5666,18.0,1961.0,75.3701,TRAIN
WH015,2021-08-01,North,58.9265,12.0,999.0,74.1217,TRAIN
WH015,2021-08-01,Central,45.4938,26.0,2085.0,73.3683,TRAIN
WH016,2021-08-01,South,50.1203,9.0,2293.0,73.4374,TRAIN
WH016,2021-08-01,Central,55.0768,36.0,2078.0,71.3154,TRAIN
WH016,2021-08-01,West,57.2002,33.0,698.0,76.3959,TRAIN
WH017,2021-08-01,South,58.4503,22.0,196.0,71.4476,TRAIN
WH017,2021-08-01,North,48.4664,41.0,271.0,74.1202,TRAIN
WH017,2021-08-01,East,54.8143,7.0,1420.0,73.6865,TRAIN
WH018,2021-08-01,North,48.9484,35.0,1038.0,71.5414,TRAIN
WH018,2021-08-01,South,56.6281,10.0,2430.0,,TRAIN
WH018,2021-08-01,West,58.676,36.0,1620.0,77.5606,TRAIN
WH019,2021-08-01,Central,45.1761,44.0,577.0,77.1744,TRAIN
WH019,2021-08-01,South,50.7682,14.0,1014.0,77.4104,TRAIN
WH019,2021-08-01,West,50.4331,28.0,2376.0,74.7842,TRAIN
WH020,2021-08-01,North,56.7062,33.0,2264.0,72.9279,TRAIN
WH020,2021-08-01,West,,40.0,,71.2916,TRAIN
WH020,2021-08-01,West,57.3362,6.0,1580.0,77.6536,TRAIN
WH021,2021-08-01,North,55.9888,23.0,1196.0,74.6269,TRAIN
WH021,2021-08-01,North,49.2131,8.0,2249.0,74.1606,TRAIN
WH021,2021-08-01,North,51.4091,40.0,927.0,77.5092,TRAIN
WH022,2021-08-01,North,48.247,43.0,535.0,77.5142,TRAIN
WH022,2021-08-01,South,,8.0,1933.0,75.1367,TRAIN
WH022,2021-08-01,East,54.688,8.0,1798.0,70.137,TRAIN
WH023,2021-08-01,East,46.9643,13.0,2214.0,73.2208,TRAIN
WH023,2021-08-01,West,53.985,,1934.0,75.6789,TRAIN
WH023,2021-08-01,North,47.4789,15.0,1662.0,71.3307,TRAIN
WH024,2021-08-01,Central,53.3113,35.0,219.0,75.1709,TRAIN
WH024,2021-08-01,West,56.66,31.0,834.0,72.4729,TRAIN
WH024,2021-08-01,North,51.4964,20.0,229.0,71.8759,TRAIN
WH025,2021-08-01,West,54.6469,15.0,1758.0,70.9656,TRAIN
WH025,2021-08-01,Central,45.8836,27.0,1614.0,71.0714,TRAIN
WH025,2021-08-01,North,56.2284,20.0,1288.0,72.8427,TRAIN
WH026,2021-08-01,West,58.235,36.0,853.0,74.1442,TRAIN
WH026,2021-08-01,West,48.8555,6.0,829.0,77.9956,TRAIN
WH026,2021-08-01,North,59.7666,32.0,,76.3202,TRAIN
WH027,2021-08-01,East,54.1363,26.0,1340.0,75.2492,TRAIN
WH027,2021-08-01,East,47.2506,27.0,587.0,77.1578,TRAIN
WH027,2021-08-01,North,48.6777,21.0,1750.0,75.8783,TRAIN
WH028,2021-08-01,East,50.4789,28.0,2239.0,73.9508,TRAIN
WH028,2021-08-01,Central,56.5363,12.0,591.0,72.3467,TRAIN
WH028,2021-08-01,West,58.1794,23.0,779.0,71.9485,TRAIN
WH029,2021-08-01,East,46.0799,5.0,,75.3531,TRAIN
WH029,2021-08-01,West,59.0181,41.0,617.0,71.0557,TRAIN
WH029,2021-08-01,West,45.7815,8.0,1993.0,73.6595,TRAIN
WH030,2021-08-01,Central,48.1372,44.0,2136.0,70.3478,TRAIN
WH030,2021-08-01,West,45.1586,33.0,1847.0,73.469,TRAIN
WH030,2021-08-01,East,52.5551,18.0,1564.0,76.9539,TRAIN
WH031,2021-08-01,East,46.2761,7.0,1665.0,77.4058,TRAIN
WH031,2021-08-01,West,59.9861,23.0,2050.0,74.9068,TRAIN
WH031,2021-08-01,Central,50.3168,31.0,602.0,71.938,TRAIN
WH032,2021-08-01,South,51.8443,31.0,414.0,77.5939,TRAIN
WH032,2021-08-01,East,46.159,36.0,1758.0,74.3681,TRAIN
WH032,2021-08-01,Central,58.5543,31.0,2215.0,74.9604,TRAIN
WH033,2021-08-01,West,55.5949,43.0,1209.0,70.4392,TRAIN
WH033,2021-08-01,East,55.3829,,1575.0,76.7775,TRAIN
WH033,2021-08-01,North,49.399,18.0,1628.0,73.417,TRAIN
WH034,2021-08-01,Central,52.2997,40.0,504.0,76.4853,TRAIN
WH034,2021-08-01,Central,,32.0,2368.0,70.8545,TRAIN
WH034,2021-08-01,South,,23.0,1326.0,72.2773,TRAIN
WH035,2021-08-01,South,51.8873,35.0,2035.0,77.2561,TRAIN
WH035,2021-08-01,North,52.7646,20.0,710.0,77.3929,TRAIN
WH035,2021-08-01,South,47.8989,21.0,724.0,74.8973,TRAIN
WH036,2021-08-01,South,55.2692,12.0,1031.0,75.6423,TRAIN
WH036,2021-08-01,Central,47.6521,24.0,1618.0,72.9006,TRAIN
WH036,2021-08-01,East,53.612,32.0,2326.0,74.8735,TRAIN
WH037,2021-08-01,Central,59.5497,37.0,1041.0,77.6241,TRAIN
WH037,2021-08-01,East,54.7273,34.0,1235.0,74.8147,TRAIN
WH037,2021-08-01,Central,56.9325,34.0,1681.0,75.0154,TRAIN
WH038,2021-08-01,West,59.5659,35.0,354.0,76.2372,TRAIN
WH038,2021-08-01,West,52.9259,32.0,1446.0,74.9791,TRAIN
WH038,2021-08-01,East,51.5587,17.0,2253.0,75.1192,TRAIN
WH039,2021-08-01,South,56.9919,13.0,2370.0,70.7356,TRAIN
WH039,2021-08-01,North,56.5388,24.0,1006.0,73.568,TRAIN
WH039,2021-08-01,South,46.5581,24.0,2443.0,73.5786,TRAIN
WH040,2021-08-01,East,48.9583,18.0,771.0,71.6099,TRAIN
WH040,2021-08-01,South,52.3409,40.0,153.0,77.6369,TRAIN
WH040,2021-08-01,North,48.9678,21.0,1607.0,70.28,TRAIN
WH041,2021-08-01,North,54.4666,26.0,456.0,71.2855,TRAIN
WH041,2021-08-01,East,55.0888,12.0,1348.0,73.0881,TRAIN
WH041,2021-08-01,South,51.3868,11.0,1611.0,75.9753,TRAIN
WH042,2021-08-01,South,57.5007,24.0,1660.0,76.9382,TRAIN
WH042,2021-08-01,North,49.7436,44.0,781.0,72.3866,TRAIN
WH042,2021-08-01,Central,53.1089,44.0,583.0,74.6936,TRAIN
WH043,2021-08-01,East,57.8802,17.0,613.0,75.5313,TRAIN
WH043,2021-08-01,North,45.0505,15.0,496.0,77.4106,TRAIN
WH043,2021-08-01,East,53.8733,13.0,820.0,73.9382,TRAIN
WH044,2021-08-01,South,52.1572,42.0,194.0,70.8932,TRAIN
WH044,2021-08-01,North,55.714,12.0,384.0,76.8072,TRAIN
WH044,2021-08-01,South,48.7472,34.0,557.0,72.8024,TRAIN
WH045,2021-08-01,West,57.0416,18.0,912.0,75.6036,TRAIN
WH045,2021-08-01,Central,50.4092,27.0,2235.0,72.4379,TRAIN
WH045,2021-08-01,Central,53.1382,41.0,1509.0,77.5141,TRAIN
WH046,2021-08-01,Central,46.6906,9.0,1822.0,71.3574,TRAIN
WH046,2021-08-01,South,58.8751,38.0,1277.0,72.6538,TRAIN
WH046,2021-08-01,West,46.9494,10.0,870.0,73.9045,TRAIN
WH047,2021-08-01,East,53.2311,11.0,616.0,71.6404,TRAIN
WH047,2021-08-01,West,54.3513,18.0,419.0,76.1916,TRAIN
WH047,2021-08-01,Central,45.7593,44.0,772.0,,TRAIN
WH048,2021-08-01,South,56.1494,29.0,1906.0,75.8579,TRAIN
WH048,2021-08-01,West,53.3998,26.0,571.0,75.8297,TRAIN
WH048,2021-08-01,West,52.3877,38.0,2284.0,76.9761,TRAIN
WH049,2021-08-01,North,52.8263,22.0,955.0,76.4481,TRAIN
WH049,2021-08-01,East,51.9271,40.0,132.0,77.97,TRAIN
WH049,2021-08-01,South,51.1678,19.0,1874.0,74.8169,TRAIN
WH050,2021-08-01,South,50.9127,,1058.0,73.4796,TRAIN
WH050,2021-08-01,Central,49.3643,10.0,1225.0,70.105,TRAIN
WH050,2021-08-01,North,50.3623,43.0,257.0,77.9889,TRAIN
WH001,2021-09-01,East,47.0515,6.0,808.0,76.8466,TRAIN
WH001,2021-09-01,Central,51.7695,7.0,1420.0,73.026,TRAIN
WH001,2021-09-01,West,49.6546,41.0,1437.0,77.1661,TRAIN
WH002,2021-09-01,North,52.7237,8.0,2187.0,70.3527,TRAIN
WH002,2021-09-01,South,47.9011,37.0,650.0,73.0466,TRAIN
WH002,2021-09-01,North,47.1085,40.0,,75.6628,TRAIN
WH003,2021-09-01,East,50.1637,35.0,644.0,70.3673,TRAIN
WH003,2021-09-01,North,54.492,12.0,1554.0,71.3484,TRAIN
WH003,2021-09-01,East,46.3557,41.0,2014.0,75.1623,TRAIN
WH004,2021-09-01,North,52.4828,22.0,825.0,77.5444,TRAIN
WH004,2021-09-01,South,55.6956,26.0,389.0,75.1251,TRAIN
WH004,2021-09-01,East,56.4183,30.0,678.0,70.5851,TRAIN
WH005,2021-09-01,East,46.6932,18.0,2209.0,72.1647,TRAIN
WH005,2021-09-01,Central,57.755,38.0,892.0,70.3587,TRAIN
WH005,2021-09-01,East,55.4747,21.0,355.0,73.0365,TRAIN
WH006,2021-09-01,East,45.3684,40.0,1811.0,70.8903,TRAIN
WH006,2021-09-01,South,50.0318,32.0,499.0,71.1131,TRAIN
WH006,2021-09-01,East,46.046,35.0,2446.0,74.8993,TRAIN
WH007,2021-09-01,East,50.4575,25.0,2000.0,72.3338,TRAIN
WH007,2021-09-01,East,52.8646,38.0,273.0,76.1546,TRAIN
WH007,2021-09-01,West,57.1626,33.0,247.0,73.4594,TRAIN
WH008,2021-09-01,West,54.8997,37.0,351.0,,TRAIN
WH008,2021-09-01,West,51.0751,10.0,506.0,75.5294,TRAIN
WH008,2021-09-01,West,47.2365,18.0,182.0,74.3444,TRAIN
WH009,2021-09-01,South,46.889,38.0,933.0,73.8233,TRAIN
WH009,2021-09-01,East,58.292,32.0,1934.0,73.2407,TRAIN
WH009,2021-09-01,East,53.5001,,413.0,75.7303,TRAIN
WH010,2021-09-01,South,50.6931,16.0,1368.0,72.4534,TRAIN
WH010,2021-09-01,Central,57.0408,9.0,1681.0,76.5419,TRAIN
WH010,2021-09-01,East,57.6494,44.0,498.0,75.665,TRAIN
WH011,2021-09-01,Central,48.1896,,2052.0,71.0418,TRAIN
WH011,2021-09-01,East,51.2488,17.0,1336.0,72.2573,TRAIN
WH011,2021-09-01,Central,53.3842,34.0,645.0,77.2641,TRAIN
WH012,2021-09-01,South,48.3444,44.0,2365.0,77.0937,TRAIN
WH012,2021-09-01,Central,58.4092,18.0,1579.0,75.1821,TRAIN
WH012,2021-09-01,North,56.7081,38.0,2155.0,74.9549,TRAIN
WH013,2021-09-01,South,57.2809,23.0,2489.0,70.1743,TRAIN
WH013,2021-09-01,West,50.2827,8.0,1412.0,76.8702,TRAIN
WH013,2021-09-01,South,51.6069,31.0,2438.0,75.1471,TRAIN
WH014,2021-09-01,East,52.2732,10.0,1096.0,73.1839,TRAIN
WH014,2021-09-01,Central,53.6122,28.0,638.0,73.3631,TRAIN
WH014,2021-09-01,Central,54.6017,16.0,2052.0,70.5554,TRAIN
WH015,2021-09-01,East,52.5773,9.0,1400.0,70.8812,TRAIN
WH015,2021-09-01,South,55.0794,37.0,994.0,70.345,TRAIN
WH015,2021-09-01,East,57.4005,34.0,2380.0,70.0961,TRAIN
WH016,2021-09-01,Central,57.3405,24.0,1284.0,76.6445,TRAIN
WH016,2021-09-01,West,49.634,12.0,1154.0,73.6705,TRAIN
WH016,2021-09-01,East,59.0208,28.0,1337.0,74.2336,TRAIN
WH017,2021-09-01,South,54.4595,7.0,2286.0,71.4229,TRAIN
WH017,2021-09-01,East,57.6987,37.0,535.0,70.566,TRAIN
WH017,2021-09-01,East,56.0854,36.0,740.0,71.4669,TRAIN
WH018,2021-09-01,South,46.4234,9.0,1481.0,73.8836,TRAIN
WH018,2021-09-01,South,56.6715,7.0,1427.0,72.3026,TRAIN
WH018,2021-09-01,North,49.2906,16.0,324.0,72.5783,TRAIN
WH019,2021-09-01,Central,57.1549,32.0,1831.0,73.8159,TRAIN
WH019,2021-09-01,Central,53.0199,26.0,1143.0,77.3137,TRAIN
WH019,2021-09-01,West,47.7329,32.0,2101.0,73.6787,TRAIN
WH020,2021-09-01,Central,58.8355,27.0,1256.0,77.882,TRAIN
WH020,2021-09-01,Central,57.8807,14.0,1113.0,71.5249,TRAIN
WH020,2021-09-01,North,47.8978,13.0,1666.0,71.4279,TRAIN
WH021,2021-09-01,South,51.9898,44.0,2357.0,71.9831,TRAIN
WH021,2021-09-01,East,59.3911,19.0,1157.0,71.2292,TRAIN
WH021,2021-09-01,North,55.6914,6.0,571.0,75.4472,TRAIN
WH022,2021-09-01,East,47.768,43.0,1063.0,70.1757,TRAIN
WH022,2021-09-01,West,52.2113,34.0,,72.9978,TRAIN
WH022,2021-09-01,East,54.7637,40.0,1746.0,74.456,TRAIN
WH023,2021-09-01,North,51.5554,11.0,1415.0,76.9167,TRAIN
WH023,2021-09-01,South,51.9769,24.0,195.0,76.6407,TRAIN
WH023,2021-09-01,North,58.2609,7.0,717.0,77.1392,TRAIN
WH024,2021-09-01,South,49.6772,31.0,136.0,72.5958,TRAIN
WH024,2021-09-01,South,45.2212,42.0,622.0,75.3559,TRAIN
WH024,2021-09-01,North,45.1755,19.0,1428.0,73.838,TRAIN
WH025,2021-09-01,West,59.3772,14.0,370.0,76.8828,TRAIN
WH025,2021-09-01,North,50.6203,42.0,2044.0,71.7206,TRAIN
WH025,2021-09-01,West,48.9971,12.0,206.0,73.5647,TRAIN
WH026,2021-09-01,West,51.8959,10.0,473.0,74.8626,TRAIN
WH026,2021-09-01,Central,56.1726,25.0,1342.0,74.1448,TRAIN
WH026,2021-09-01,South,48.5497,18.0,2120.0,71.0046,TRAIN
WH027,2021-09-01,Central,51.0067,18.0,2062.0,77.4666,TRAIN
WH027,2021-09-01,Central,48.332,17.0,409.0,72.0012,TRAIN
WH027,2021-09-01,South,55.0559,23.0,2438.0,72.1503,TRAIN
WH028,2021-09-01,North,50.0523,35.0,1217.0,74.4053,TRAIN
WH028,2021-09-01,Central,48.6539,38.0,1083.0,70.9653,TRAIN
WH028,2021-09-01,West,49.8742,6.0,2361.0,75.857,TRAIN
WH029,2021-09-01,West,52.1921,28.0,1954.0,75.9614,TRAIN
WH029,2021-09-01,North,50.0792,6.0,1705.0,74.677,TRAIN
WH029,2021-09-01,South,45.4749,34.0,127.0,72.7015,TRAIN
WH030,2021-09-01,Central,49.0261,,1956.0,70.6068,TRAIN
WH030,2021-09-01,South,58.7117,42.0,2169.0,71.665,TRAIN
WH030,2021-09-01,North,58.302,26.0,1922.0,75.4562,TRAIN
WH031,2021-09-01,West,53.2901,36.0,289.0,72.8677,TRAIN
WH031,2021-09-01,West,54.7364,21.0,370.0,75.8092,TRAIN
WH031,2021-09-01,Central,54.2556,27.0,1914.0,72.473,TRAIN
WH032,2021-09-01,West,51.367,38.0,2360.0,73.0272,TRAIN
WH032,2021-09-01,West,56.3407,28.0,266.0,77.7807,TRAIN
WH032,2021-09-01,South,55.3872,24.0,2333.0,77.2435,TRAIN
WH033,2021-09-01,Central,50.2396,15.0,1186.0,71.914,TRAIN
WH033,2021-09-01,West,54.7522,7.0,1586.0,76.0304,TRAIN
WH033,2021-09-01,South,58.2356,15.0,841.0,72.6392,TRAIN
WH034,2021-09-01,West,45.9991,28.0,2186.0,76.5085,TRAIN
WH034,2021-09-01,North,52.4847,37.0,1453.0,70.7224,TRAIN
WH034,2021-09-01,South,51.3363,17.0,610.0,75.3242,TRAIN
WH035,2021-09-01,Central,57.0473,6.0,2429.0,77.2768,TRAIN
WH035,2021-09-01,Central,45.0017,13.0,999.0,77.4939,TRAIN
WH035,2021-09-01,Central,57.1991,7.0,2173.0,72.6659,TRAIN
WH036,2021-09-01,North,55.2157,8.0,1103.0,75.9399,TRAIN
WH036,2021-09-01,East,45.2968,29.0,212.0,74.6451,TRAIN
WH036,2021-09-01,North,59.6665,25.0,2400.0,77.022,TRAIN
WH037,2021-09-01,North,55.517,24.0,2169.0,72.7873,TRAIN
WH037,2021-09-01,Central,57.1768,5.0,1380.0,74.6552,TRAIN
WH037,2021-09-01,North,48.5112,8.0,1408.0,70.0178,TRAIN
WH038,2021-09-01,South,59.7446,9.0,799.0,75.236,TRAIN
WH038,2021-09-01,East,51.4161,19.0,648.0,70.644,TRAIN
WH038,2021-09-01,West,52.7416,42.0,508.0,72.2458,TRAIN
WH039,2021-09-01,East,57.7141,23.0,644.0,72.8698,TRAIN
WH039,2021-09-01,South,52.1752,28.0,277.0,74.393,TRAIN
WH039,2021-09-01,East,45.6233,10.0,1677.0,77.4325,TRAIN
WH040,2021-09-01,Central,52.8831,14.0,1846.0,77.5229,TRAIN
WH040,2021-09-01,East,55.7156,39.0,2196.0,71.422,TRAIN
WH040,2021-09-01,South,58.2686,5.0,2260.0,73.9162,TRAIN
WH041,2021-09-01,East,46.6511,13.0,1566.0,70.6779,TRAIN
WH041,2021-09-01,South,51.4379,32.0,735.0,72.882,TRAIN
WH041,2021-09-01,East,58.0663,20.0,2026.0,74.8174,TRAIN
WH042,2021-09-01,South,54.1806,33.0,464.0,72.729,TRAIN
WH042,2021-09-01,Central,51.998,15.0,1579.0,75.6968,TRAIN
WH042,2021-09-01,South,48.886,39.0,1067.0,70.3315,TRAIN
WH043,2021-09-01,North,52.9745,43.0,944.0,,TRAIN
WH043,2021-09-01,Central,47.3116,13.0,1537.0,73.5303,TRAIN
WH043,2021-09-01,East,54.1018,19.0,1606.0,71.1073,TRAIN
WH044,2021-09-01,North,52.4271,16.0,715.0,72.4055,TRAIN
WH044,2021-09-01,Central,47.2802,15.0,721.0,77.0959,TRAIN
WH044,2021-09-01,North,50.3881,10.0,1137.0,72.4975,TRAIN
WH045,2021-09-01,North,56.2288,24.0,1583.0,75.0207,TRAIN
WH045,2021-09-01,North,59.5063,27.0,1244.0,72.4789,TRAIN
WH045,2021-09-01,West,51.3766,22.0,2142.0,75.6847,TRAIN
WH046,2021-09-01,South,46.7709,6.0,2168.0,72.4806,TRAIN
WH046,2021-09-01,South,56.2672,34.0,1212.0,75.5849,TRAIN
WH046,2021-09-01,East,56.2978,39.0,621.0,72.2956,TRAIN
WH047,2021-09-01,East,49.6645,9.0,1653.0,73.0263,TRAIN
WH047,2021-09-01,South,49.8849,19.0,2097.0,72.5724,TRAIN
WH047,2021-09-01,South,46.111,22.0,1219.0,77.8417,TRAIN
WH048,2021-09-01,South,59.7849,16.0,993.0,70.9228,TRAIN
WH048,2021-09-01,North,57.7303,27.0,840.0,77.7332,TRAIN
WH048,2021-09-01,East,49.6213,42.0,243.0,76.8975,TRAIN
WH049,2021-09-01,Central,57.0601,6.0,957.0,73.905,TRAIN
WH049,2021-09-01,North,45.5162,14.0,403.0,74.2882,TRAIN
WH049,2021-09-01,Central,59.3477,21.0,1961.0,73.803,TRAIN
WH050,2021-09-01,West,58.1523,6.0,127.0,73.5351,TRAIN
WH050,2021-09-01,North,57.5691,10.0,2209.0,75.1712,TRAIN
WH050,2021-09-01,West,54.2494,18.0,897.0,,TRAIN
WH001,2021-10-01,West,81.385,32.0,1304.0,71.2395,TRAIN
WH001,2021-10-01,East,94.3917,9.0,1821.0,73.2507,TRAIN
WH001,2021-10-01,East,,37.0,384.0,74.7031,TRAIN
WH002,2021-10-01,West,59.1735,30.0,,75.5133,TRAIN
WH002,2021-10-01,West,67.608,18.0,2078.0,71.271,TRAIN
WH002,2021-10-01,Central,67.079,22.0,1223.0,75.6896,TRAIN
WH003,2021-10-01,Central,46.1294,28.0,1127.0,74.5511,TRAIN
WH003,2021-10-01,West,53.7079,17.0,549.0,77.2688,TRAIN
WH003,2021-10-01,North,42.6157,13.0,309.0,70.9638,TRAIN
WH004,2021-10-01,West,83.8086,42.0,1125.0,71.2499,TRAIN
WH004,2021-10-01,North,49.7575,10.0,1449.0,75.3042,TRAIN
WH004,2021-10-01,North,55.4908,14.0,847.0,72.4047,TRAIN
WH005,2021-10-01,North,40.8561,44.0,2315.0,77.6767,TRAIN
WH005,2021-10-01,West,69.707,14.0,2108.0,73.4549,TRAIN
WH005,2021-10-01,West,97.7968,35.0,1397.0,71.454,TRAIN
WH006,2021-10-01,East,73.2883,36.0,1320.0,,TRAIN
WH006,2021-10-01,Central,86.8852,34.0,1302.0,77.7463,TRAIN
WH006,2021-10-01,South,92.0161,44.0,2246.0,77.3658,TRAIN
WH007,2021-10-01,South,56.9149,28.0,312.0,73.5668,TRAIN
WH007,2021-10-01,Central,70.4405,44.0,2330.0,76.9751,TRAIN
WH007,2021-10-01,West,79.8988,37.0,2324.0,71.1797,TRAIN
WH008,2021-10-01,West,43.68,40.0,777.0,73.7279,TRAIN
WH008,2021-10-01,Central,85.1301,17.0,2303.0,76.4204,TRAIN
WH008,2021-10-01,Central,40.5849,22.0,493.0,77.3075,TRAIN
WH009,2021-10-01,Central,67.7373,15.0,1709.0,72.6217,TRAIN
WH009,2021-10-01,South,50.7772,29.0,863.0,76.7422,TRAIN
WH009,2021-10-01,South,67.5832,28.0,1432.0,77.1819,TRAIN
WH010,2021-10-01,West,47.2356,17.0,,71.2789,TRAIN
WH010,2021-10-01,South,80.0605,34.0,114.0,75.7336,TRAIN
WH010,2021-10-01,West,95.9272,35.0,287.0,72.8695,TRAIN
WH011,2021-10-01,West,51.6276,19.0,1799.0,70.5212,TRAIN
WH011,2021-10-01,Central,74.6179,22.0,1199.0,71.0367,TRAIN
WH011,2021-10-01,Central,53.2498,41.0,657.0,72.8236,TRAIN
WH012,2021-10-01,North,83.1953,,1716.0,76.7861,TRAIN
WH012,2021-10-01,North,43.2475,31.0,609.0,76.7276,TRAIN
WH012,2021-10-01,East,97.8364,33.0,1994.0,77.1895,TRAIN
WH013,2021-10-01,West,83.6898,43.0,694.0,77.0486,TRAIN
WH013,2021-10-01,South,55.8118,24.0,1274.0,74.917,TRAIN
WH013,2021-10-01,Central,80.8169,10.0,486.0,74.0236,TRAIN
WH014,2021-10-01,Central,92.0964,28.0,1022.0,72.8583,TRAIN
WH014,2021-10-01,West,54.9797,17.0,811.0,70.3537,TRAIN
WH014,2021-10-01,North,91.6645,25.0,373.0,76.5274,TRAIN
WH015,2021-10-01,South,89.9929,18.0,525.0,72.5091,TRAIN
WH015,2021-10-01,East,80.2625,21.0,868.0,75.1238,TRAIN
WH015,2021-10-01,West,88.4577,42.0,1130.0,76.157,TRAIN
WH016,2021-10-01,Central,91.7622,9.0,1850.0,73.8026,TRAIN
WH016,2021-10-01,North,85.7702,20.0,415.0,77.3251,TRAIN
WH016,2021-10-01,East,69.8029,38.0,909.0,75.3331,TRAIN
WH017,2021-10-01,Central,75.157,32.0,1569.0,77.5547,TRAIN
WH017,2021-10-01,Central,53.7404,22.0,2415.0,74.3575,TRAIN
WH017,2021-10-01,West,81.5938,39.0,1302.0,72.2331,TRAIN
WH018,2021-10-01,South,69.2803,43.0,300.0,71.2912,TRAIN
WH018,2021-10-01,West,91.4989,38.0,1538.0,70.3464,TRAIN
WH018,2021-10-01,West,44.0216,44.0,428.0,71.0966,TRAIN
WH019,2021-10-01,West,77.4065,39.0,559.0,73.5712,TRAIN
WH019,2021-10-01,South,71.0324,37.0,527.0,74.4643,TRAIN
WH019,2021-10-01,Central,82.6286,18.0,1649.0,75.1039,TRAIN
WH020,2021-10-01,East,69.493,15.0,1914.0,72.0366,TRAIN
WH020,2021-10-01,North,,34.0,235.0,74.6889,TRAIN
WH020,2021-10-01,Central,88.8899,8.0,2397.0,70.7203,TRAIN
WH021,2021-10-01,North,82.3903,21.0,1206.0,70.6643,TRAIN
WH021,2021-10-01,West,97.077,21.0,599.0,73.6796,TRAIN
WH021,2021-10-01,Central,50.3291,30.0,186.0,76.31,TRAIN
WH022,2021-10-01,East,48.8739,11.0,406.0,77.5796,TRAIN
WH022,2021-10-01,West,45.3459,12.0,1288.0,70.6592,TRAIN
WH022,2021-10-01,North,97.5428,28.0,1863.0,73.4557,TRAIN
WH023,2021-10-01,East,41.6495,31.0,2481.0,77.5929,TRAIN
WH023,2021-10-01,Central,66.5666,11.0,1654.0,71.4152,TRAIN
WH023,2021-10-01,West,61.4249,21.0,2469.0,71.2692,TRAIN
WH024,2021-10-01,North,74.8961,24.0,2390.0,73.2126,TRAIN
WH024,2021-10-01,West,95.8206,18.0,860.0,76.47,TRAIN
WH024,2021-10-01,South,47.7844,6.0,1095.0,75.8562,TRAIN
WH025,2021-10-01,Central,64.6634,,1664.0,75.7493,TRAIN
WH025,2021-10-01,Central,65.1501,9.0,2360.0,70.6883,TRAIN
WH025,2021-10-01,Central,94.425,27.0,2396.0,70.3369,TRAIN
WH026,2021-10-01,North,77.035,11.0,528.0,75.7528,TRAIN
WH026,2021-10-01,East,83.6865,39.0,1501.0,73.0938,TRAIN
WH026,2021-10-01,Central,68.5288,8.0,1533.0,72.1483,TRAIN
WH027,2021-10-01,Central,75.5435,29.0,145.0,75.0704,TRAIN
WH027,2021-10-01,West,42.3084,22.0,761.0,70.2199,TRAIN
WH027,2021-10-01,South,57.6872,40.0,599.0,76.8214,TRAIN
WH028,2021-10-01,Central,53.4014,11.0,405.0,76.753,TRAIN
WH028,2021-10-01,North,78.8445,37.0,781.0,74.0121,TRAIN
WH028,2021-10-01,South,82.6604,11.0,1575.0,77.4983,TRAIN
WH029,2021-10-01,West,76.9386,26.0,384.0,76.1994,TRAIN
WH029,2021-10-01,South,40.3987,10.0,1989.0,76.7609,TRAIN
WH029,2021-10-01,West,80.8333,23.0,1844.0,75.0156,TRAIN
WH030,2021-10-01,South,94.2548,6.0,564.0,74.7985,TRAIN
WH030,2021-10-01,North,67.7081,37.0,1287.0,71.9207,TRAIN
WH030,2021-10-01,West,48.5095,11.0,2376.0,74.3707,TRAIN
WH031,2021-10-01,West,68.6678,13.0,1937.0,77.4888,TRAIN
WH031,2021-10-01,South,53.1393,43.0,250.0,72.1671,TRAIN
WH031,2021-10-01,West,44.5758,16.0,827.0,72.2585,TRAIN
WH032,2021-10-01,North,63.3318,23.0,450.0,77.6671,TRAIN
WH032,2021-10-01,East,96.368,5.0,1395.0,71.7353,TRAIN
WH032,2021-10-01,East,66.5731,39.0,694.0,,TRAIN
WH033,2021-10-01,East,55.2276,29.0,1980.0,71.2598,TRAIN
WH033,2021-10-01,West,85.2448,23.0,383.0,73.1932,TRAIN
WH033,2021-10-01,North,73.2351,32.0,1141.0,75.7614,TRAIN
WH034,2021-10-01,North,60.7819,15.0,1448.0,76.2218,TRAIN
WH034,2021-10-01,West,97.4874,16.0,778.0,71.658,TRAIN
WH034,2021-10-01,East,69.6689,17.0,1684.0,72.7046,TRAIN
WH035,2021-10-01,West,93.2214,33.0,1077.0,71.2668,TRAIN
WH035,2021-10-01,West,59.2215,29.0,312.0,76.6894,TRAIN
WH035,2021-10-01,South,58.4456,32.0,2250.0,70.7476,TRAIN
WH036,2021-10-01,North,62.1627,38.0,1822.0,75.4671,TRAIN
WH036,2021-10-01,East,78.8343,6.0,2049.0,72.6538,TRAIN
