Shipment_ID,Date,Region,State,Origin_Warehouse,Transport_Mode,Units_Shipped,Distance_KM,Cost_Per_Unit_INR,CO2_Emissions_Kg,Split_Tag
SHP-007196,2020-12-01,Central,Madhya Pradesh,WH010,Road,1440.0,1890.0,567.8,16873.92,TRAIN
SHP-007197,2020-12-01,Central,Madhya Pradesh,WH002,Road,690.0,675.0,422.34,2887.65,TRAIN
SHP-007198,2020-12-01,Central,Madhya Pradesh,WH012,,1657.0,1686.0,509.42,17320.9524,TRAIN
SHP-007199,2020-12-01,Central,Madhya Pradesh,WH031,Air,1096.0,680.0,489.13,4620.736,TRAIN
SHP-007200,2020-12-01,Central,Madhya Pradesh,WH017,Air,1672.0,431.0,,4467.9184,TRAIN
SHP-007201,2021-01-01,North,Delhi,WH044,Rail,1473.0,1404.0,663.37,12822.1704,TRAIN
SHP-007202,2021-01-01,North,Delhi,WH042,Road,202.0,1942.0,476.88,2432.1608,TRAIN
SHP-007203,2021-01-01,North,Delhi,,Air,316.0,924.0,608.85,1810.3008,TRAIN
SHP-007204,2021-01-01,North,Delhi,WH001,Rail,735.0,1525.0,416.04,6949.425,TRAIN
SHP-007205,2021-01-01,North,Delhi,WH025,Road,715.0,267.0,524.28,1183.611,TRAIN
SHP-007206,2021-01-01,North,Delhi,WH043,Road,1680.0,2315.0,397.38,24113.04,TRAIN
SHP-007207,2021-01-01,North,Delhi,WH022,Rail,708.0,1180.0,662.49,,TRAIN
SHP-007208,2021-01-01,North,Delhi,WH014,Rail,1780.0,697.0,624.08,7692.092,TRAIN
SHP-007209,2021-01-01,North,Delhi,WH042,Road,1957.0,1419.0,611.79,17217.2946,TRAIN
SHP-007210,2021-01-01,North,Delhi,WH014,Air,199.0,2005.0,476.17,2473.769,TRAIN
SHP-007211,2021-01-01,North,Delhi,WH007,Road,942.0,208.0,510.49,1214.8032,TRAIN
SHP-007212,2021-01-01,North,Delhi,WH009,Rail,1474.0,821.0,524.37,7502.9548,TRAIN
SHP-007213,2021-01-01,North,Delhi,WH014,Road,179.0,221.0,397.18,245.2658,TRAIN
SHP-007214,2021-01-01,North,Delhi,WH008,Road,1303.0,2225.0,420.9,17974.885,TRAIN
SHP-007215,2021-01-01,North,Delhi,WH001,Air,649.0,1406.0,673.98,5657.4628,TRAIN
SHP-007216,2021-01-01,North,Delhi,WH033,Road,1186.0,1857.0,399.68,13654.8924,TRAIN
SHP-007217,2021-01-01,North,Delhi,WH006,Air,533.0,1000.0,433.86,3304.6,TRAIN
SHP-007218,2021-01-01,North,Delhi,WH050,Air,1883.0,240.0,526.14,2801.904,TRAIN
SHP-007219,2021-01-01,North,Delhi,WH034,Road,77.0,724.0,427.63,345.6376,TRAIN
SHP-007220,2021-01-01,North,Delhi,WH033,Rail,193.0,,680.76,811.2948,TRAIN
SHP-007221,2021-01-01,North,Delhi,WH011,Air,1995.0,901.0,570.17,,TRAIN
SHP-007222,2021-01-01,North,Delhi,WH022,Rail,1484.0,480.0,685.91,4416.384,TRAIN
SHP-007223,2021-01-01,North,Delhi,WH048,Road,877.0,1030.0,547.08,5600.522,TRAIN
SHP-007224,2021-01-01,North,Delhi,WH005,Road,283.0,420.0,466.78,736.932,TRAIN
SHP-007225,2021-01-01,North,Delhi,WH047,Air,821.0,722.0,392.6,3675.1244,TRAIN
SHP-007226,2021-01-01,North,Delhi,WH018,Air,1933.0,,387.6,17964.9154,TRAIN
SHP-007227,2021-01-01,North,Delhi,WH043,Air,1676.0,256.0,403.92,2660.1472,TRAIN
SHP-007228,2021-01-01,North,Delhi,WH014,,189.0,356.0,513.48,417.1608,TRAIN
SHP-007229,2021-01-01,North,Delhi,WH023,Rail,714.0,304.0,487.1,,TRAIN
SHP-007230,2021-01-01,North,Delhi,WH010,Road,289.0,866.0,528.02,1551.6988,TRAIN
SHP-007231,2021-01-01,North,Delhi,WH018,Road,713.0,,480.91,7979.183,TRAIN
SHP-007232,2021-01-01,North,Delhi,WH041,Rail,,408.0,555.54,1588.5888,TRAIN
SHP-007233,2021-01-01,North,Delhi,WH008,Air,1156.0,2281.0,547.73,16348.3832,TRAIN
SHP-007234,2021-01-01,North,Delhi,WH007,Air,1224.0,2128.0,447.36,16148.9664,TRAIN
SHP-007235,2021-01-01,North,Delhi,WH003,Rail,1005.0,1432.0,484.12,8922.792,TRAIN
SHP-007236,2021-01-01,North,Delhi,WH007,Air,283.0,1977.0,498.8,3468.8442,TRAIN
SHP-007237,2021-01-01,North,Delhi,WH010,Rail,1525.0,901.0,669.48,8518.955,TRAIN
SHP-007238,2021-01-01,North,Delhi,WH009,Air,1995.0,1746.0,459.69,21596.274,TRAIN
SHP-007239,2021-01-01,North,Delhi,WH048,Air,256.0,2335.0,650.3,3706.112,TRAIN
SHP-007240,2021-01-01,North,Delhi,WH006,Air,1854.0,565.0,441.62,6494.562,TRAIN
SHP-007241,2021-01-01,South,Tamil Nadu,WH014,Air,1062.0,729.0,507.84,4800.0276,TRAIN
SHP-007242,2021-01-01,South,Tamil Nadu,WH022,Rail,1862.0,1778.0,586.32,20525.9432,TRAIN
SHP-007243,2021-01-01,South,Tamil Nadu,WH019,Road,396.0,1287.0,701.86,3159.8424,TRAIN
SHP-007244,2021-01-01,South,Tamil Nadu,WH022,Air,1817.0,2277.0,708.17,25651.3158,TRAIN
SHP-007245,2021-01-01,South,Tamil Nadu,WH037,Rail,1215.0,2491.0,390.34,18764.703,TRAIN
SHP-007246,2021-01-01,South,Tamil Nadu,WH049,Air,821.0,2385.0,384.87,,TRAIN
SHP-007247,2021-01-01,South,Tamil Nadu,WH044,Road,948.0,1507.0,488.55,8857.5432,TRAIN
SHP-007248,2021-01-01,South,Tamil Nadu,WH015,Rail,1735.0,1803.0,549.8,19394.871,TRAIN
SHP-007249,2021-01-01,South,Tamil Nadu,WH048,Air,1153.0,442.0,395.28,3159.6812,TRAIN
SHP-007250,2021-01-01,South,Tamil Nadu,WH046,Rail,1246.0,1546.0,399.54,11943.1592,TRAIN
SHP-007251,2021-01-01,South,Tamil Nadu,WH003,Road,1294.0,1323.0,540.29,10614.1644,TRAIN
SHP-007252,2021-01-01,South,Tamil Nadu,WH039,Road,393.0,2196.0,595.91,5350.7736,TRAIN
SHP-007253,2021-01-01,South,Tamil Nadu,WH015,Air,344.0,1410.0,604.43,3007.248,TRAIN
SHP-007254,2021-01-01,South,Tamil Nadu,WH047,Road,70.0,1012.0,466.04,439.208,TRAIN
SHP-007255,2021-01-01,South,Tamil Nadu,WH011,Rail,722.0,1443.0,380.99,6459.4452,TRAIN
SHP-007256,2021-01-01,South,Tamil Nadu,WH048,Rail,1068.0,784.0,671.64,5191.3344,TRAIN
SHP-007257,2021-01-01,South,Tamil Nadu,WH040,Rail,165.0,657.0,412.34,672.111,TRAIN
SHP-007258,2021-01-01,South,Tamil Nadu,WH029,Road,1235.0,192.0,700.13,1470.144,TRAIN
SHP-007259,2021-01-01,South,Tamil Nadu,WH035,Rail,691.0,1640.0,,7026.088,TRAIN
SHP-007260,2021-01-01,South,Tamil Nadu,WH030,Air,316.0,275.0,467.85,538.78,TRAIN
SHP-007261,2021-01-01,South,Tamil Nadu,WH023,Road,1654.0,1422.0,406.35,14582.3256,TRAIN
SHP-007262,2021-01-01,South,Tamil Nadu,WH009,Road,1580.0,1634.0,525.07,16006.664,TRAIN
SHP-007263,2021-01-01,South,Tamil Nadu,WH015,Air,750.0,332.0,560.38,1543.8,TRAIN
SHP-007264,2021-01-01,South,Tamil Nadu,WH004,Road,545.0,1924.0,433.93,6501.196,TRAIN
SHP-007265,2021-01-01,South,Tamil Nadu,,Rail,1328.0,2287.0,565.01,18830.2432,TRAIN
SHP-007266,2021-01-01,South,Tamil Nadu,WH039,Air,209.0,1331.0,623.08,1724.7098,TRAIN
SHP-007267,2021-01-01,South,Tamil Nadu,WH015,Road,551.0,875.0,459.83,2989.175,TRAIN
SHP-007268,2021-01-01,South,Tamil Nadu,,Air,,2147.0,624.56,3354.4728,TRAIN
SHP-007269,2021-01-01,South,Tamil Nadu,WH029,Air,913.0,2468.0,716.47,13970.3608,TRAIN
SHP-007270,2021-01-01,South,Tamil Nadu,WH049,Road,1199.0,2234.0,517.86,16607.1092,TRAIN
SHP-007271,2021-01-01,South,Tamil Nadu,WH007,Road,1706.0,982.0,709.5,10386.8104,TRAIN
SHP-007272,2021-01-01,South,Tamil Nadu,WH003,Road,332.0,524.0,609.67,1078.6016,TRAIN
SHP-007273,2021-01-01,South,Tamil Nadu,WH015,Air,1691.0,644.0,604.03,6751.8248,TRAIN
SHP-007274,2021-01-01,South,Tamil Nadu,WH049,Rail,326.0,842.0,,1701.8504,TRAIN
SHP-007275,2021-01-01,South,Tamil Nadu,WH050,Rail,1430.0,2036.0,592.82,18051.176,TRAIN
SHP-007276,2021-01-01,South,Tamil Nadu,WH011,Rail,1884.0,319.0,524.58,3726.1752,TRAIN
SHP-007277,2021-01-01,South,Tamil Nadu,WH022,Road,961.0,202.0,486.38,1203.5564,TRAIN
SHP-007278,2021-01-01,South,Tamil Nadu,WH022,Rail,293.0,1955.0,583.27,3551.453,TRAIN
SHP-007279,2021-01-01,South,Tamil Nadu,WH031,Rail,1404.0,672.0,481.4,5849.6256,TRAIN
SHP-007280,2021-01-01,South,Tamil Nadu,WH037,Rail,,2291.0,458.54,13976.9328,TRAIN
SHP-007281,2021-01-01,East,West Bengal,WH028,Road,787.0,1949.0,617.7,9509.9506,TRAIN
SHP-007282,2021-01-01,East,West Bengal,WH003,Rail,598.0,521.0,478.6,1931.6596,TRAIN
SHP-007283,2021-01-01,East,West Bengal,WH010,Air,1965.0,174.0,562.01,2119.842,TRAIN
SHP-007284,2021-01-01,East,West Bengal,WH009,Road,1339.0,2467.0,703.28,20480.5406,TRAIN
SHP-007285,2021-01-01,East,West Bengal,WH015,Air,586.0,,715.29,4348.9404,TRAIN
SHP-007286,2021-01-01,East,West Bengal,WH025,Rail,1600.0,932.0,685.24,9245.44,TRAIN
SHP-007287,2021-01-01,East,West Bengal,WH025,Air,1845.0,1939.0,523.71,22180.221,TRAIN
SHP-007288,2021-01-01,East,West Bengal,WH019,Air,1220.0,2146.0,426.62,16232.344,TRAIN
SHP-007289,2021-01-01,East,West Bengal,WH004,,1023.0,2136.0,451.77,13547.7936,TRAIN
SHP-007290,2021-01-01,East,West Bengal,WH007,Air,568.0,264.0,652.69,929.7024,TRAIN
SHP-007291,2021-01-01,East,West Bengal,WH040,Road,1810.0,1028.0,456.65,11536.216,TRAIN
SHP-007292,2021-01-01,East,West Bengal,WH025,Rail,272.0,1202.0,611.47,2027.0528,TRAIN
SHP-007293,2021-01-01,East,West Bengal,,Rail,700.0,1145.0,424.74,4969.3,TRAIN
SHP-007294,2021-01-01,East,West Bengal,WH040,Rail,1124.0,965.0,503.72,6724.892,TRAIN
SHP-007295,2021-01-01,East,West Bengal,WH028,Air,1653.0,1303.0,392.71,13353.9258,TRAIN
SHP-007296,2021-01-01,East,West Bengal,WH013,Air,1341.0,869.0,515.16,7225.0398,TRAIN
SHP-007297,2021-01-01,East,West Bengal,WH028,Rail,690.0,1966.0,489.57,8410.548,TRAIN
SHP-007298,2021-01-01,East,West Bengal,WH017,Air,1110.0,562.0,605.18,3867.684,TRAIN
SHP-007299,2021-01-01,East,West Bengal,WH008,Air,1646.0,104.0,719.41,1061.3408,TRAIN
SHP-007300,2021-01-01,East,West Bengal,WH021,Road,1402.0,429.0,554.65,3729.0396,TRAIN
SHP-007301,2021-01-01,East,West Bengal,WH050,Rail,1882.0,826.0,691.41,9638.0984,TRAIN
SHP-007302,2021-01-01,East,West Bengal,WH027,Road,,730.0,510.16,5793.28,TRAIN
SHP-007303,2021-01-01,East,West Bengal,WH036,Rail,222.0,603.0,656.39,829.9692,TRAIN
SHP-007304,2021-01-01,East,West Bengal,WH038,Rail,1010.0,1036.0,654.12,6487.432,TRAIN
SHP-007305,2021-01-01,East,West Bengal,,Air,1176.0,2467.0,619.68,17987.3904,TRAIN
SHP-007306,2021-01-01,East,West Bengal,WH039,Air,1487.0,158.0,609.03,1456.6652,TRAIN
SHP-007307,2021-01-01,East,West Bengal,WH001,Air,1900.0,2427.0,645.4,28590.06,TRAIN
SHP-007308,2021-01-01,East,West Bengal,WH005,Rail,150.0,,613.55,106.02,TRAIN
SHP-007309,2021-01-01,East,West Bengal,WH048,Road,1872.0,2348.0,644.87,27251.8272,TRAIN
SHP-007310,2021-01-01,East,West Bengal,WH046,Air,1961.0,1871.0,476.9,22747.9922,TRAIN
SHP-007311,2021-01-01,East,West Bengal,WH026,Air,1696.0,2327.0,644.91,24468.8704,TRAIN
SHP-007312,2021-01-01,East,West Bengal,WH048,Road,720.0,1008.0,586.61,4499.712,TRAIN
SHP-007313,2021-01-01,East,West Bengal,WH023,Rail,1662.0,2002.0,491.44,20629.4088,TRAIN
SHP-007314,2021-01-01,East,West Bengal,WH020,Rail,1979.0,1703.0,579.01,20895.4694,TRAIN
SHP-007315,2021-01-01,East,West Bengal,WH025,Rail,1976.0,1128.0,415.69,13819.3536,TRAIN
SHP-007316,2021-01-01,East,West Bengal,WH043,Road,113.0,1273.0,490.36,891.8638,TRAIN
SHP-007317,2021-01-01,East,West Bengal,WH038,Air,1992.0,555.0,561.69,6854.472,TRAIN
SHP-007318,2021-01-01,East,West Bengal,WH024,Road,678.0,2103.0,566.48,8840.1708,TRAIN
SHP-007319,2021-01-01,East,West Bengal,WH027,Road,72.0,163.0,653.94,72.7632,TRAIN
SHP-007320,2021-01-01,East,West Bengal,WH025,Road,1490.0,895.0,554.13,8268.01,TRAIN
SHP-007321,2021-01-01,West,Maharashtra,WH001,Air,1463.0,1081.0,683.01,9805.3186,TRAIN
SHP-007322,2021-01-01,West,Maharashtra,WH037,,1108.0,110.0,411.49,755.656,TRAIN
SHP-007323,2021-01-01,West,Maharashtra,WH005,Air,1733.0,1065.0,618.66,11442.999,TRAIN
SHP-007324,2021-01-01,West,Maharashtra,WH022,Rail,1585.0,659.0,540.79,6475.993,TRAIN
SHP-007325,2021-01-01,West,Maharashtra,WH004,Rail,1969.0,615.0,508.97,7507.797,TRAIN
SHP-007326,2021-01-01,West,Maharashtra,WH012,Rail,445.0,853.0,528.1,2353.427,TRAIN
SHP-007327,2021-01-01,West,Maharashtra,WH023,Air,1280.0,694.0,701.4,5507.584,TRAIN
SHP-007328,2021-01-01,West,Maharashtra,WH032,Rail,1577.0,2315.0,453.11,22634.681,TRAIN
SHP-007329,2021-01-01,West,Maharashtra,WH010,Road,588.0,1141.0,404.03,,TRAIN
SHP-007330,2021-01-01,West,Maharashtra,WH048,Air,1843.0,831.0,542.2,9495.5046,TRAIN
SHP-007331,2021-01-01,West,Maharashtra,WH041,Rail,1173.0,373.0,421.84,2712.6798,TRAIN
SHP-007332,2021-01-01,West,Maharashtra,WH018,Rail,70.0,1155.0,610.02,501.27,TRAIN
SHP-007333,2021-01-01,West,Maharashtra,WH025,Rail,1226.0,745.0,694.54,5662.894,TRAIN
SHP-007334,2021-01-01,West,Maharashtra,WH020,Road,1604.0,590.0,547.05,5867.432,TRAIN
SHP-007335,2021-01-01,West,Maharashtra,WH007,Air,1316.0,639.0,588.36,5213.7288,TRAIN
SHP-007336,2021-01-01,West,Maharashtra,WH009,Road,776.0,1880.0,468.53,9045.056,TRAIN
SHP-007337,2021-01-01,West,Maharashtra,WH005,Air,1807.0,1305.0,471.46,14620.437,TRAIN
SHP-007338,2021-01-01,West,Maharashtra,WH046,Air,1232.0,1572.0,408.86,12007.5648,TRAIN
SHP-007339,2021-01-01,West,Maharashtra,WH044,Rail,644.0,1535.0,440.62,6128.948,TRAIN
SHP-007340,2021-01-01,West,Maharashtra,WH003,Rail,480.0,,386.96,2824.224,TRAIN
SHP-007341,2021-01-01,West,Maharashtra,WH015,Road,,1685.0,600.59,10290.295,TRAIN
SHP-007342,2021-01-01,West,Maharashtra,WH023,Road,1479.0,288.0,555.06,2640.9024,TRAIN
SHP-007343,2021-01-01,West,Maharashtra,WH019,Rail,1420.0,751.0,681.52,6611.804,TRAIN
SHP-007344,2021-01-01,West,Maharashtra,WH045,Road,1552.0,1646.0,645.38,15838.4704,TRAIN
SHP-007345,2021-01-01,West,Maharashtra,WH037,Air,1374.0,1112.0,491.42,9472.9056,TRAIN
SHP-007346,2021-01-01,West,Maharashtra,WH011,Road,,822.0,546.9,1085.5332,TRAIN
SHP-007347,2021-01-01,West,Maharashtra,WH025,Air,1956.0,2325.0,458.85,28195.74,TRAIN
SHP-007348,2021-01-01,West,Maharashtra,WH007,Air,1703.0,477.0,500.92,5036.4522,TRAIN
SHP-007349,2021-01-01,West,Maharashtra,,Air,1047.0,535.0,690.5,3472.899,TRAIN
SHP-007350,2021-01-01,West,Maharashtra,WH035,Rail,751.0,325.0,623.41,1513.265,TRAIN
SHP-007351,2021-01-01,West,Maharashtra,WH006,Rail,1654.0,1039.0,581.06,10654.7372,TRAIN
SHP-007352,2021-01-01,West,Maharashtra,WH006,Air,196.0,437.0,590.48,531.0424,TRAIN
SHP-007353,2021-01-01,West,Maharashtra,WH032,Air,693.0,1834.0,448.13,7879.9644,TRAIN
SHP-007354,2021-01-01,West,Maharashtra,WH013,Air,1706.0,2241.0,426.56,23703.5052,TRAIN
SHP-007355,2021-01-01,West,Maharashtra,WH039,Air,1758.0,1591.0,592.64,17341.2636,TRAIN
SHP-007356,2021-01-01,West,Maharashtra,WH026,Rail,1578.0,2043.0,445.49,19987.8948,TRAIN
SHP-007357,2021-01-01,West,Maharashtra,WH008,,1952.0,596.0,543.91,7213.0304,TRAIN
SHP-007358,2021-01-01,West,Maharashtra,WH003,,272.0,1116.0,437.91,1882.0224,TRAIN
SHP-007359,2021-01-01,West,Maharashtra,,Air,623.0,1025.0,439.4,3959.165,TRAIN
SHP-007360,2021-01-01,West,Maharashtra,WH041,Air,414.0,250.0,454.38,641.7,TRAIN
SHP-007361,2021-01-01,Central,Madhya Pradesh,WH006,Rail,1280.0,1979.0,611.91,15705.344,TRAIN
SHP-007362,2021-01-01,Central,Madhya Pradesh,WH024,Rail,379.0,2008.0,596.48,4718.3984,TRAIN
SHP-007363,2021-01-01,Central,Madhya Pradesh,WH012,Rail,1547.0,1614.0,598.23,15480.5196,TRAIN
SHP-007364,2021-01-01,Central,Madhya Pradesh,WH011,Road,,1250.0,711.79,7509.75,TRAIN
SHP-007365,2021-01-01,Central,Madhya Pradesh,,Air,816.0,120.0,665.64,607.104,TRAIN
SHP-007366,2021-01-01,Central,Madhya Pradesh,WH024,Road,708.0,790.0,658.77,3467.784,TRAIN
SHP-007367,2021-01-01,Central,Madhya Pradesh,WH036,Road,498.0,1058.0,553.25,3266.6808,TRAIN
SHP-007368,2021-01-01,Central,Madhya Pradesh,WH040,Road,,1784.0,380.54,13870.2432,TRAIN
SHP-007369,2021-01-01,Central,Madhya Pradesh,WH002,Road,857.0,949.0,600.81,5042.4166,TRAIN
SHP-007370,2021-01-01,Central,Madhya Pradesh,WH030,Road,1738.0,2113.0,504.63,22768.8428,TRAIN
SHP-007371,2021-01-01,Central,Madhya Pradesh,WH018,Rail,1279.0,2233.0,719.06,,TRAIN
SHP-007372,2021-01-01,Central,Madhya Pradesh,WH040,Rail,510.0,1014.0,,3206.268,TRAIN
SHP-007373,2021-01-01,Central,Madhya Pradesh,WH005,Rail,1186.0,2415.0,498.13,17757.978,TRAIN
SHP-007374,2021-01-01,Central,Madhya Pradesh,WH037,Rail,596.0,405.0,558.49,1496.556,TRAIN
SHP-007375,2021-01-01,Central,Madhya Pradesh,WH028,Air,999.0,2241.0,627.0,13880.3058,TRAIN
SHP-007376,2021-01-01,Central,Madhya Pradesh,WH018,Rail,1681.0,417.0,678.21,4346.0574,TRAIN
SHP-007377,2021-01-01,Central,Madhya Pradesh,WH043,Rail,1182.0,401.0,,2938.6884,TRAIN
SHP-007378,2021-01-01,Central,Madhya Pradesh,WH011,Air,580.0,859.0,,3088.964,TRAIN
SHP-007379,2021-01-01,Central,Madhya Pradesh,WH036,Road,906.0,225.0,419.4,1263.87,TRAIN
SHP-007380,2021-01-01,Central,Madhya Pradesh,WH040,Rail,,1447.0,457.73,2000.6222,TRAIN
SHP-007381,2021-01-01,Central,Madhya Pradesh,WH028,Air,734.0,817.0,659.59,3718.0036,TRAIN
SHP-007382,2021-01-01,Central,Madhya Pradesh,WH013,Air,349.0,472.0,624.27,1021.3136,TRAIN
SHP-007383,2021-01-01,Central,Madhya Pradesh,WH046,Air,886.0,869.0,522.31,4773.5908,TRAIN
SHP-007384,2021-01-01,Central,Madhya Pradesh,WH019,Air,213.0,1883.0,526.85,2486.6898,TRAIN
SHP-007385,2021-01-01,Central,Madhya Pradesh,WH034,Road,1267.0,1614.0,626.14,12678.6156,TRAIN
SHP-007386,2021-01-01,Central,Madhya Pradesh,WH019,Road,219.0,1998.0,490.65,2712.8844,TRAIN
SHP-007387,2021-01-01,Central,Madhya Pradesh,WH043,Air,51.0,2140.0,476.68,676.668,TRAIN
SHP-007388,2021-01-01,Central,Madhya Pradesh,WH007,Rail,832.0,630.0,504.48,3249.792,TRAIN
SHP-007389,2021-01-01,Central,Madhya Pradesh,WH014,Rail,87.0,1981.0,597.74,1068.5514,TRAIN
SHP-007390,2021-01-01,Central,Madhya Pradesh,WH003,Air,1322.0,986.0,703.18,8081.6504,TRAIN
SHP-007391,2021-01-01,Central,Madhya Pradesh,WH040,Road,1988.0,1843.0,517.69,22716.0808,TRAIN
SHP-007392,2021-01-01,Central,Madhya Pradesh,WH020,Air,1709.0,2164.0,,22929.3112,TRAIN
SHP-007393,2021-01-01,Central,Madhya Pradesh,WH006,Air,1982.0,2329.0,572.18,28619.6836,TRAIN
SHP-007394,2021-01-01,Central,Madhya Pradesh,WH035,Rail,1339.0,312.0,594.06,2590.1616,TRAIN
SHP-007395,2021-01-01,Central,Madhya Pradesh,WH009,Rail,297.0,861.0,497.84,1585.4454,TRAIN
SHP-007396,2021-01-01,Central,Madhya Pradesh,WH008,Rail,282.0,2172.0,512.54,3797.5248,TRAIN
SHP-007397,2021-01-01,Central,Madhya Pradesh,WH033,Air,441.0,397.0,531.95,,TRAIN
SHP-007398,2021-01-01,Central,Madhya Pradesh,WH013,Air,819.0,2115.0,593.48,10739.547,TRAIN
SHP-007399,2021-01-01,Central,Madhya Pradesh,WH006,Rail,1946.0,751.0,561.45,9060.9652,TRAIN
SHP-007400,2021-01-01,Central,Madhya Pradesh,WH012,Rail,129.0,2037.0,470.83,1629.1926,TRAIN
SHP-007401,2021-02-01,North,Delhi,WH036,Air,1661.0,1384.0,435.59,14252.7088,TRAIN
SHP-007402,2021-02-01,North,Delhi,WH008,Rail,1764.0,532.0,701.67,5818.3776,TRAIN
SHP-007403,2021-02-01,North,Delhi,WH012,Rail,452.0,1167.0,579.33,3270.4008,TRAIN
SHP-007404,2021-02-01,North,Delhi,WH006,Road,613.0,783.0,568.32,2975.8698,TRAIN
SHP-007405,2021-02-01,North,Delhi,WH008,Road,483.0,932.0,495.67,2790.9672,TRAIN
SHP-007406,2021-02-01,North,Delhi,WH012,Road,1398.0,983.0,446.28,8520.2508,TRAIN
SHP-007407,2021-02-01,North,Delhi,WH044,Rail,911.0,2083.0,706.55,11765.2006,TRAIN
SHP-007408,2021-02-01,North,Delhi,WH021,Road,618.0,1059.0,443.73,4057.6644,TRAIN
SHP-007409,2021-02-01,North,Delhi,WH008,Rail,1158.0,106.0,544.23,761.0376,TRAIN
SHP-007410,2021-02-01,North,Delhi,WH036,Road,349.0,1117.0,504.75,2416.9646,TRAIN
SHP-007411,2021-02-01,North,Delhi,WH020,Rail,1433.0,328.0,,2914.1488,TRAIN
SHP-007412,2021-02-01,North,Delhi,WH002,Road,1456.0,1393.0,437.83,12574.8896,TRAIN
SHP-007413,2021-02-01,North,Delhi,WH003,Road,492.0,2367.0,484.11,7220.2968,TRAIN
SHP-007414,2021-02-01,North,Delhi,WH049,Rail,635.0,1815.0,576.02,7145.655,TRAIN
SHP-007415,2021-02-01,North,Delhi,WH015,Road,307.0,1456.0,679.91,2771.3504,TRAIN
SHP-007416,2021-02-01,North,Delhi,WH036,Road,1459.0,2066.0,444.58,18688.6228,TRAIN
SHP-007417,2021-02-01,North,Delhi,WH007,Air,762.0,2470.0,642.36,11669.268,TRAIN
SHP-007418,2021-02-01,North,Delhi,WH004,Rail,908.0,1925.0,456.98,10836.98,TRAIN
SHP-007419,2021-02-01,North,Delhi,WH028,Road,454.0,2488.0,417.04,7003.2224,TRAIN
SHP-007420,2021-02-01,North,Delhi,WH024,Road,539.0,1118.0,530.05,3736.1324,TRAIN
SHP-007421,2021-02-01,North,Delhi,WH047,Road,819.0,1629.0,650.94,8271.7362,TRAIN
SHP-007422,2021-02-01,North,Delhi,WH016,Air,580.0,2374.0,382.19,8536.904,TRAIN
SHP-007423,2021-02-01,North,Delhi,WH034,Rail,998.0,2310.0,595.79,14293.356,TRAIN
SHP-007424,2021-02-01,North,Delhi,WH046,Air,90.0,2280.0,568.04,1272.24,TRAIN
SHP-007425,2021-02-01,North,Delhi,WH030,Air,1548.0,,605.53,4933.1664,TRAIN
SHP-007426,2021-02-01,North,Delhi,WH010,Road,140.0,2095.0,570.97,1818.46,TRAIN
SHP-007427,2021-02-01,North,Delhi,WH037,Air,378.0,316.0,421.09,740.5776,TRAIN
SHP-007428,2021-02-01,North,Delhi,WH042,Road,1774.0,1385.0,706.86,15233.338,TRAIN
SHP-007429,2021-02-01,North,Delhi,WH047,Rail,1228.0,1078.0,477.92,8207.4608,TRAIN
SHP-007430,2021-02-01,North,Delhi,WH035,Rail,1585.0,1981.0,458.72,19467.287,TRAIN
SHP-007431,2021-02-01,North,Delhi,WH010,Road,96.0,1460.0,492.19,868.992,TRAIN
SHP-007432,2021-02-01,North,Delhi,WH031,Air,1083.0,966.0,608.29,6486.3036,TRAIN
SHP-007433,2021-02-01,North,Delhi,WH044,Road,64.0,715.0,606.24,283.712,TRAIN
SHP-007434,2021-02-01,North,Delhi,WH018,Road,658.0,1466.0,681.04,5980.6936,TRAIN
SHP-007435,2021-02-01,North,Delhi,WH022,Road,521.0,364.0,481.75,1175.7928,TRAIN
SHP-007436,2021-02-01,North,Delhi,WH009,Air,1311.0,916.0,544.91,7445.4312,TRAIN
SHP-007437,2021-02-01,North,Delhi,WH037,Rail,957.0,431.0,608.09,2557.2954,TRAIN
SHP-007438,2021-02-01,North,Delhi,WH044,Rail,1431.0,511.0,452.46,4533.6942,TRAIN
SHP-007439,2021-02-01,North,Delhi,WH036,Rail,380.0,835.0,479.32,1967.26,TRAIN
SHP-007440,2021-02-01,North,Delhi,WH008,Rail,586.0,1751.0,674.2,6361.7332,TRAIN
SHP-007441,2021-02-01,South,Tamil Nadu,WH032,Road,1692.0,1407.0,406.62,14759.9928,TRAIN
SHP-007442,2021-02-01,South,Tamil Nadu,WH011,Road,1494.0,1119.0,549.61,10365.0732,TRAIN
SHP-007443,2021-02-01,South,Tamil Nadu,WH032,Road,526.0,266.0,629.2,867.4792,TRAIN
SHP-007444,2021-02-01,South,Tamil Nadu,,Road,1108.0,940.0,536.03,6457.424,TRAIN
SHP-007445,2021-02-01,South,Tamil Nadu,WH035,Road,235.0,2389.0,496.31,3480.773,TRAIN
SHP-007446,2021-02-01,South,Tamil Nadu,WH049,Rail,1344.0,244.0,535.79,2033.2032,TRAIN
SHP-007447,2021-02-01,South,Tamil Nadu,WH015,Air,445.0,1013.0,629.9,2794.867,TRAIN
SHP-007448,2021-02-01,South,Tamil Nadu,WH029,Road,1217.0,1399.0,599.58,10556.0146,TRAIN
SHP-007449,2021-02-01,South,Tamil Nadu,WH023,Air,772.0,1065.0,498.9,5097.516,TRAIN
