Signal_Record_ID,Date,Region,State,Max_Temp_C,Min_Temp_C,Cooling_Degree_Days,Consumer_Confidence_Index,Google_Trends_AC_Index,COVID_Impact_Score,Heatwave_Severity_Score,Semiconductor_Shortage_Score,Festive_Multiplier,Composite_Demand_Index,Forecast_AC_Units_Next_Month_TARGET,Split_Tag
SIG-005755,2020-05-01,West,Maharashtra,40.1155,31.3374,531.7947,105.1095,88.0,0.85,0.0,0.0,1.0,0.4049,75.0,TRAIN
SIG-005756,2020-05-01,West,Maharashtra,44.198,33.2833,622.2189,98.8533,100.0,0.85,0.0,0.0,1.0,0.4378,133.0,TRAIN
SIG-005757,2020-05-01,West,Maharashtra,41.6235,32.6508,574.1141,104.7567,97.0,0.85,0.0,0.0,1.0,0.4292,156.0,TRAIN
SIG-005758,2020-05-01,West,Maharashtra,41.8582,32.64,577.4723,112.4711,93.0,0.85,0.0,0.0,1.0,0.44,,TRAIN
SIG-005759,2020-05-01,West,Maharashtra,40.2469,28.4983,491.1783,101.4971,83.0,0.85,0.0,0.0,1.0,0.3786,171.0,TRAIN
SIG-005760,2020-05-01,West,Maharashtra,42.0514,33.1943,588.686,107.2403,100.0,0.85,0.0,0.0,1.0,0.4423,183.0,TRAIN
SIG-005761,2020-05-01,Central,Madhya Pradesh,,36.3023,685.3084,103.7123,100.0,0.85,0.0,0.0,1.0,0.4679,141.0,TRAIN
SIG-005762,2020-05-01,Central,Madhya Pradesh,45.3856,35.0357,666.3189,98.9472,100.0,0.85,0.0,0.0,1.0,0.4526,177.0,TRAIN
SIG-005763,2020-05-01,Central,Madhya Pradesh,45.3246,34.7321,660.8518,91.7632,100.0,0.85,0.0,0.0,1.0,0.4373,155.0,TRAIN
SIG-005764,2020-05-01,Central,Madhya Pradesh,47.1113,37.8721,734.7505,106.4036,100.0,0.85,0.0,0.0,,0.4894,188.0,TRAIN
SIG-005765,2020-05-01,Central,Madhya Pradesh,44.6087,36.3753,674.7601,98.2648,100.0,0.85,0.0,,1.0,0.4542,141.0,TRAIN
SIG-005766,2020-05-01,Central,Madhya Pradesh,43.4409,32.2006,594.6221,106.5582,92.0,0.85,0.0,0.0,1.0,0.4334,158.0,TRAIN
SIG-005767,2020-05-01,Central,Madhya Pradesh,46.3359,35.1283,681.9625,111.4731,100.0,0.85,0.0,0.0,1.0,0.4813,174.0,TRAIN
SIG-005768,2020-05-01,Central,Madhya Pradesh,44.2629,35.5461,657.1353,92.0857,100.0,0.85,0.0,0.0,1.0,0.4367,178.0,TRAIN
SIG-005769,2020-05-01,Central,Madhya Pradesh,46.2881,37.9563,723.6664,109.5822,100.0,0.85,0.0,0.0,1.0,0.4917,207.0,TRAIN
SIG-005770,2020-05-01,Central,Madhya Pradesh,42.1328,30.9615,556.4151,90.7086,88.0,0.85,0.0,0.0,1.0,0.3862,113.0,TRAIN
SIG-005771,2020-05-01,Central,Madhya Pradesh,44.7526,35.5877,665.1037,91.9715,100.0,0.85,0.0,,1.0,0.4391,140.0,TRAIN
SIG-005772,2020-05-01,Central,Madhya Pradesh,43.953,33.7277,625.2095,113.5187,100.0,0.85,0.0,0.0,1.0,0.4663,104.0,TRAIN
SIG-005773,2020-05-01,Central,Madhya Pradesh,43.9257,33.0437,614.5402,103.3548,100.0,0.85,0.0,0.0,1.0,0.4436,151.0,TRAIN
SIG-005774,2020-05-01,Central,Madhya Pradesh,45.5978,36.8511,696.7321,111.3728,100.0,0.85,0.0,0.0,1.0,0.4861,155.0,TRAIN
SIG-005775,2020-05-01,Central,Madhya Pradesh,46.0205,35.7229,686.1509,90.1565,100.0,0.85,0.0,0.0,1.0,0.4428,219.0,TRAIN
SIG-005776,2020-05-01,Central,Madhya Pradesh,44.2325,34.8289,645.9202,92.8139,100.0,0.85,,0.0,1.0,0.4343,104.0,TRAIN
SIG-005777,2020-05-01,Central,Madhya Pradesh,42.6586,34.2579,613.7468,97.6268,99.0,0.85,0.0,0.0,1.0,0.4314,130.0,TRAIN
SIG-005778,2020-05-01,Central,Madhya Pradesh,43.4795,35.4788,644.3739,,100.0,0.85,0.0,0.0,1.0,0.4599,165.0,TRAIN
SIG-005779,2020-05-01,Central,Madhya Pradesh,43.4495,32.6888,602.0745,93.2246,100.0,0.85,0.0,0.0,1.0,0.4205,128.0,TRAIN
SIG-005780,2020-05-01,Central,Madhya Pradesh,45.3847,36.4999,688.269,104.0631,100.0,0.85,0.0,0.0,1.0,0.4695,164.0,TRAIN
SIG-005781,2020-05-01,Central,Madhya Pradesh,43.4908,,608.0502,109.8902,96.0,0.85,0.0,0.0,1.0,0.4489,140.0,TRAIN
SIG-005782,2020-05-01,Central,Madhya Pradesh,44.9847,33.1334,631.7723,114.5851,100.0,0.85,0.0,0.0,1.0,0.4704,194.0,TRAIN
SIG-005783,2020-05-01,Central,Madhya Pradesh,40.9771,31.4782,546.8296,103.5177,82.0,0.85,0.0,0.0,,0.3998,183.0,TRAIN
SIG-005784,2020-05-01,Central,Madhya Pradesh,44.9961,,637.5097,94.5705,97.0,0.85,,0.0,1.0,0.4312,182.0,TRAIN
SIG-005785,2020-05-01,Central,Madhya Pradesh,44.5249,36.4655,674.8547,96.5706,100.0,0.85,0.0,0.0,1.0,0.451,186.0,TRAIN
SIG-005786,2020-05-01,Central,Madhya Pradesh,42.9587,32.8611,597.297,94.9606,100.0,0.85,0.0,0.0,1.0,0.4222,129.0,TRAIN
SIG-005787,2020-05-01,Central,Madhya Pradesh,44.7452,36.0693,672.2184,92.7597,100.0,0.85,0.0,0.0,1.0,0.443,167.0,TRAIN
SIG-005788,2020-05-01,Central,Madhya Pradesh,43.2853,33.4957,611.7152,114.5652,100.0,0.85,0.0,0.0,1.0,0.4637,173.0,TRAIN
SIG-005789,2020-05-01,Central,Madhya Pradesh,42.6535,31.9372,578.86,93.5836,95.0,0.85,0.0,0.0,1.0,0.4074,183.0,TRAIN
SIG-005790,2020-05-01,Central,Madhya Pradesh,42.4825,32.6254,586.6175,99.629,97.0,0.85,0.0,0.0,1.0,0.4237,140.0,TRAIN
SIG-005791,2020-05-01,Central,Madhya Pradesh,45.5643,33.7854,650.2452,,100.0,0.85,0.0,0.0,1.0,0.4629,137.0,TRAIN
SIG-005792,2020-05-01,Central,Madhya Pradesh,44.7344,35.8329,668.5094,103.8743,100.0,0.85,0.0,0.0,1.0,0.4626,,TRAIN
SIG-005793,2020-05-01,Central,Madhya Pradesh,43.5676,34.1794,626.2057,103.8775,100.0,0.85,0.0,0.0,1.0,0.4485,135.0,TRAIN
SIG-005794,2020-05-01,Central,Madhya Pradesh,44.2374,32.6689,613.5951,,99.0,0.85,0.0,0.0,1.0,0.4432,152.0,TRAIN
SIG-005795,2020-05-01,Central,Madhya Pradesh,45.5417,36.2659,687.1129,103.2105,100.0,0.85,0.0,0.0,1.0,0.4676,96.0,TRAIN
SIG-005796,2020-05-01,Central,Madhya Pradesh,43.1307,34.1131,618.6566,97.5382,99.0,0.85,0.0,0.0,1.0,0.4329,158.0,TRAIN
SIG-005797,2020-05-01,Central,Madhya Pradesh,44.2017,33.8458,630.7128,112.2702,100.0,0.85,0.0,0.0,1.0,0.4657,140.0,TRAIN
SIG-005798,2020-05-01,Central,Madhya Pradesh,42.1551,34.1431,604.472,103.9946,100.0,0.85,0.0,0.0,1.0,0.4415,39.0,TRAIN
SIG-005799,2020-05-01,Central,Madhya Pradesh,42.6409,30.8258,562.0005,94.8047,92.0,0.85,0.0,0.0,1.0,0.4005,186.0,TRAIN
SIG-005800,2020-05-01,Central,Madhya Pradesh,43.5012,31.9524,591.8037,94.1715,99.0,0.85,0.0,0.0,1.0,0.4176,208.0,TRAIN
SIG-005801,2020-06-01,North,Delhi,43.8273,34.6904,637.7658,114.2501,100.0,0.6,0.0,0.0,1.0,0.4718,461.0,TRAIN
SIG-005802,2020-06-01,North,Delhi,43.2762,34.8789,632.3267,104.8312,,0.6,0.0,0.0,1.0,0.4511,503.0,TRAIN
SIG-005803,2020-06-01,North,Delhi,44.3188,35.2358,653.3197,,100.0,0.6,0.0,0.0,1.0,0.4425,479.0,TRAIN
SIG-005804,2020-06-01,North,Delhi,44.1183,32.3164,606.5213,90.0607,91.0,0.6,0.0,0.0,1.0,0.4052,610.0,TRAIN
SIG-005805,2020-06-01,North,Delhi,,29.68,518.5342,103.6975,81.0,0.6,0.0,0.0,1.0,0.3895,508.0,TRAIN
SIG-005806,2020-06-01,North,Delhi,46.5352,36.6595,707.92,93.7145,100.0,0.6,0.0,0.0,1.0,0.4567,606.0,TRAIN
SIG-005807,2020-06-01,North,Delhi,44.4746,34.7037,647.6749,96.0025,100.0,0.6,0.0,0.0,1.0,0.4409,459.0,TRAIN
SIG-005808,2020-06-01,North,Delhi,47.729,37.9984,745.9111,113.4231,100.0,0.6,0.0,0.0,1.0,0.5063,600.0,TRAIN
SIG-005809,2020-06-01,North,Delhi,45.2204,33.6851,643.5817,114.1265,100.0,0.6,0.0,0.0,1.0,0.4735,420.0,TRAIN
SIG-005810,2020-06-01,North,Delhi,42.2173,31.4173,564.5195,106.9507,97.0,0.6,0.0,0.0,1.0,0.4301,451.0,TRAIN
SIG-005811,2020-06-01,North,Delhi,43.5651,,638.0639,107.7736,100.0,0.6,0.0,0.0,1.0,0.4598,515.0,TRAIN
SIG-005812,2020-06-01,North,Delhi,43.7913,32.7456,608.0536,100.1198,100.0,0.6,0.0,0.0,,0.4354,495.0,TRAIN
SIG-005813,2020-06-01,North,Delhi,44.2633,33.9253,632.8286,90.5179,100.0,0.6,0.0,0.0,1.0,0.4257,607.0,TRAIN
SIG-005814,2020-06-01,North,Delhi,46.2439,34.4656,670.6415,96.8351,,0.6,0.0,0.0,1.0,0.4501,593.0,TRAIN
SIG-005815,2020-06-01,North,Delhi,48.3648,,782.3243,91.5481,100.0,0.6,0.0,0.0,1.0,0.4774,531.0,TRAIN
SIG-005816,2020-06-01,North,Delhi,46.1089,35.0199,676.9321,93.2995,100.0,0.6,0.0,0.0,1.0,0.4456,,TRAIN
SIG-005817,2020-06-01,North,Delhi,44.6732,33.2222,628.4309,100.3039,100.0,0.6,0.0,0.0,1.0,0.4425,502.0,TRAIN
SIG-005818,2020-06-01,North,Delhi,44.9177,33.322,633.596,107.8829,100.0,0.6,,,1.0,0.4585,535.0,TRAIN
SIG-005819,2020-06-01,North,Delhi,43.0052,32.0972,586.5363,90.5455,98.0,0.6,0.0,0.0,1.0,0.4079,501.0,TRAIN
SIG-005820,2020-06-01,North,Delhi,43.4707,32.8287,604.4921,97.0688,100.0,0.6,0.0,0.0,1.0,0.4285,468.0,TRAIN
SIG-005821,2020-06-01,North,Delhi,44.5404,36.1764,670.7524,100.7152,100.0,0.6,,0.0,1.0,0.4574,547.0,TRAIN
SIG-005822,2020-06-01,North,Delhi,44.8615,36.2596,676.8163,102.4666,100.0,0.6,0.0,0.0,1.0,0.4627,581.0,TRAIN
SIG-005823,2020-06-01,North,Delhi,45.251,35.6859,674.0533,108.1486,100.0,0.6,0.0,0.0,1.0,0.4725,474.0,TRAIN
SIG-005824,2020-06-01,North,Delhi,43.5572,34.4348,629.8806,107.611,100.0,0.6,0.0,0.0,1.0,0.4567,381.0,TRAIN
SIG-005825,2020-06-01,North,Delhi,46.8858,35.4278,694.7044,96.4509,100.0,0.6,0.0,0.0,1.0,0.4574,501.0,TRAIN
SIG-005826,2020-06-01,North,Delhi,46.3805,34.4413,672.3259,99.295,100.0,0.6,0.0,0.0,1.0,0.4553,574.0,TRAIN
SIG-005827,2020-06-01,North,Delhi,45.4157,34.5044,658.8008,114.0056,100.0,0.6,0.0,0.0,1.0,0.4784,573.0,TRAIN
SIG-005828,2020-06-01,North,Delhi,47.0151,37.3734,725.828,104.2489,100.0,0.6,0.0,0.0,1.0,0.4824,570.0,TRAIN
SIG-005829,2020-06-01,North,Delhi,44.3628,34.3152,640.1703,106.8711,100.0,0.6,0.0,0.0,1.0,0.4588,469.0,TRAIN
SIG-005830,2020-06-01,North,Delhi,43.079,31.83,583.6351,100.8093,100.0,0.6,0.0,0.0,1.0,0.4286,563.0,TRAIN
SIG-005831,2020-06-01,North,Delhi,43.8194,34.3891,633.1276,109.8698,100.0,0.6,0.0,0.0,1.0,0.462,522.0,TRAIN
SIG-005832,2020-06-01,North,Delhi,,34.5152,664.5611,98.6766,100.0,0.6,0.0,0.0,1.0,0.4515,555.0,TRAIN
SIG-005833,2020-06-01,North,Delhi,45.9958,37.57,713.4874,92.375,100.0,0.6,0.0,0.0,1.0,0.456,574.0,TRAIN
SIG-005834,2020-06-01,North,Delhi,45.8102,35.7449,683.3263,95.7374,100.0,0.6,0.0,0.0,1.0,0.4523,533.0,TRAIN
SIG-005835,2020-06-01,North,Delhi,45.5732,36.2594,687.4895,99.9932,100.0,0.6,0.0,0.0,1.0,0.4617,593.0,TRAIN
SIG-005836,2020-06-01,North,Delhi,44.0855,34.8299,643.7316,104.8822,100.0,0.6,0.0,0.0,1.0,0.4562,513.0,TRAIN
SIG-005837,2020-06-01,North,Delhi,45.6308,34.8909,667.8254,108.3831,100.0,0.6,0.0,0.0,1.0,0.4708,481.0,TRAIN
SIG-005838,2020-06-01,North,Delhi,44.0819,33.9662,630.7222,112.0002,100.0,0.6,0.0,0.0,1.0,0.4652,469.0,TRAIN
SIG-005839,2020-06-01,North,Delhi,48.3072,36.9815,739.3299,107.9772,100.0,0.6,0.0,0.0,1.0,0.4939,613.0,TRAIN
SIG-005840,2020-06-01,North,Delhi,44.9162,35.2007,661.7538,112.9836,100.0,0.6,0.0,0.0,1.0,0.4774,417.0,TRAIN
SIG-005841,2020-06-01,South,Tamil Nadu,36.242,25.4739,385.7387,94.297,55.0,0.6,0.0,0.0,1.0,0.2964,315.0,TRAIN
SIG-005842,2020-06-01,South,Tamil Nadu,35.4632,24.909,365.5828,93.1063,61.0,0.6,0.0,0.0,1.0,0.2946,221.0,TRAIN
SIG-005843,2020-06-01,South,Tamil Nadu,37.0316,26.3772,411.1324,,,0.6,0.0,0.0,1.0,0.3391,199.0,TRAIN
SIG-005844,2020-06-01,South,Tamil Nadu,33.4007,25.221,339.3253,94.3244,58.0,0.6,0.0,0.0,1.0,0.2846,227.0,TRAIN
SIG-005845,2020-06-01,South,Tamil Nadu,35.5622,25.2012,371.4509,111.6819,58.0,0.6,0.0,0.0,1.0,0.3278,329.0,TRAIN
SIG-005846,2020-06-01,South,Tamil Nadu,37.6992,29.2339,463.9974,105.1814,86.0,0.6,,0.0,1.0,0.3801,296.0,TRAIN
SIG-005847,2020-06-01,South,Tamil Nadu,38.2984,30.2288,487.9087,108.6597,69.0,0.6,0.0,0.0,1.0,0.3742,345.0,TRAIN
SIG-005848,2020-06-01,South,Tamil Nadu,37.1961,25.7809,404.6544,113.8523,64.0,0.6,0.0,0.0,1.0,0.3502,365.0,TRAIN
SIG-005849,2020-06-01,South,Tamil Nadu,34.852,23.2593,331.6696,108.2881,52.0,0.6,0.0,,1.0,0.301,318.0,TRAIN
SIG-005850,2020-06-01,South,Tamil Nadu,36.6695,27.8913,428.4123,101.4288,,0.6,0.0,0.0,1.0,0.3396,280.0,TRAIN
SIG-005851,2020-06-01,South,Tamil Nadu,38.228,29.1499,470.6693,109.1917,95.0,0.6,0.0,0.0,1.0,0.4006,261.0,TRAIN
SIG-005852,2020-06-01,South,Tamil Nadu,37.6786,28.1431,447.3264,100.2554,86.0,0.6,0.0,0.0,1.0,0.3653,389.0,TRAIN
SIG-005853,2020-06-01,South,Tamil Nadu,36.4315,28.4182,432.7456,97.8107,64.0,0.6,0.0,0.0,1.0,0.3294,269.0,TRAIN
SIG-005854,2020-06-01,South,Tamil Nadu,38.8381,28.9253,476.451,113.0489,78.0,0.6,0.0,,1.0,0.3894,341.0,TRAIN
SIG-005855,2020-06-01,South,Tamil Nadu,36.3023,25.0162,379.7774,98.9878,61.0,0.6,0.0,0.0,1.0,,333.0,TRAIN
SIG-005856,2020-06-01,South,Tamil Nadu,34.405,26.1233,367.9249,92.078,61.0,0.6,0.0,0.0,1.0,0.2935,296.0,TRAIN
SIG-005857,2020-06-01,South,Tamil Nadu,34.6656,22.8646,322.9524,94.5701,51.0,0.6,0.0,0.0,1.0,0.2712,289.0,TRAIN
SIG-005858,2020-06-01,South,Tamil Nadu,36.2207,25.2678,382.3284,112.1338,62.0,0.6,0.0,0.0,1.0,0.3371,311.0,TRAIN
SIG-005859,2020-06-01,South,Tamil Nadu,36.2792,26.4548,401.0104,106.9832,68.0,0.6,0.0,0.0,1.0,0.3409,296.0,TRAIN
SIG-005860,2020-06-01,South,Tamil Nadu,38.6351,28.45,466.2765,110.4397,76.0,0.6,0.0,0.0,1.0,0.3787,351.0,TRAIN
SIG-005861,2020-06-01,South,Tamil Nadu,37.1894,27.4033,428.8916,92.3524,63.0,0.6,0.0,0.0,1.0,0.3167,273.0,TRAIN
SIG-005862,2020-06-01,South,Tamil Nadu,35.298,26.6474,389.1806,112.3096,62.0,0.6,,0.0,1.0,0.3397,286.0,TRAIN
SIG-005863,2020-06-01,South,Tamil Nadu,35.4585,26.775,393.5024,108.0101,70.0,0.6,0.0,0.0,1.0,0.3427,368.0,TRAIN
SIG-005864,2020-06-01,South,Tamil Nadu,37.2498,28.2019,441.775,102.0462,75.0,0.6,0.0,0.0,1.0,0.3536,305.0,TRAIN
SIG-005865,2020-06-01,South,Tamil Nadu,37.5725,26.5432,421.7343,93.6701,73.0,0.6,0.0,0.0,1.0,0.3288,319.0,TRAIN
SIG-005866,2020-06-01,South,Tamil Nadu,34.9549,22.9939,329.2332,108.3054,62.0,0.6,0.0,0.0,1.0,0.3122,222.0,TRAIN
SIG-005867,2020-06-01,South,Tamil Nadu,39.7004,30.5031,513.0526,104.4234,80.0,0.6,0.0,0.0,1.0,0.3878,337.0,TRAIN
SIG-005868,2020-06-01,South,Tamil Nadu,39.4135,27.6737,466.3084,112.6738,72.0,0.6,0.0,0.0,1.0,,256.0,TRAIN
SIG-005869,2020-06-01,South,Tamil Nadu,37.1302,26.5723,415.5374,92.168,63.0,0.6,0.0,0.0,1.0,0.3119,382.0,TRAIN
SIG-005870,2020-06-01,South,Tamil Nadu,36.7218,26.9221,,105.3732,71.0,0.6,0.0,0.0,1.0,0.346,326.0,TRAIN
SIG-005871,2020-06-01,South,Tamil Nadu,37.0095,28.0853,436.4208,113.1712,72.0,0.6,0.0,0.0,1.0,0.3691,344.0,TRAIN
SIG-005872,2020-06-01,South,Tamil Nadu,36.973,26.6732,414.692,114.9948,65.0,0.6,0.0,0.0,1.0,0.3568,325.0,TRAIN
SIG-005873,2020-06-01,South,Tamil Nadu,33.9312,23.5029,321.5119,97.422,50.0,0.6,0.0,0.0,1.0,0.2748,289.0,TRAIN
SIG-005874,2020-06-01,South,Tamil Nadu,38.885,29.9693,492.8151,112.9804,76.0,0.6,0.0,0.0,1.0,0.3923,320.0,TRAIN
SIG-005875,2020-06-01,South,Tamil Nadu,35.5446,24.2086,356.2979,114.7185,63.0,0.6,0.0,0.0,1.0,0.3345,313.0,TRAIN
SIG-005876,2020-06-01,South,Tamil Nadu,37.241,26.4832,415.8639,111.128,66.0,0.6,0.0,0.0,1.0,0.3512,338.0,TRAIN
SIG-005877,2020-06-01,South,Tamil Nadu,37.2346,27.8539,436.3277,92.9585,63.0,0.6,,0.0,1.0,0.3203,291.0,TRAIN
SIG-005878,2020-06-01,South,Tamil Nadu,38.8397,28.3637,468.0517,95.8475,81.0,0.6,,0.0,1.0,0.3579,339.0,TRAIN
SIG-005879,2020-06-01,South,Tamil Nadu,,26.3651,423.0514,94.1564,68.0,0.6,0.0,0.0,1.0,0.3242,290.0,TRAIN
SIG-005880,2020-06-01,South,Tamil Nadu,38.6608,27.2241,448.2725,109.4105,70.0,0.6,0.0,0.0,1.0,0.3636,301.0,TRAIN
SIG-005881,2020-06-01,East,West Bengal,39.6139,31.1697,521.7544,103.6396,75.0,0.6,0.0,0.0,1.0,0.3832,299.0,TRAIN
SIG-005882,2020-06-01,East,West Bengal,37.5477,29.4932,465.614,,78.0,0.6,0.0,0.0,,0.3506,294.0,TRAIN
SIG-005883,2020-06-01,East,West Bengal,41.5016,31.4355,554.0568,112.6696,89.0,0.6,0.0,0.0,1.0,0.4277,383.0,TRAIN
SIG-005884,2020-06-01,East,West Bengal,37.446,27.6666,436.6887,95.6123,79.0,0.6,0.0,0.0,1.0,,222.0,TRAIN
SIG-005885,2020-06-01,East,West Bengal,39.288,27.4234,460.6718,105.8848,79.0,0.6,,0.0,1.0,0.3719,281.0,TRAIN
SIG-005886,2020-06-01,East,West Bengal,42.9289,32.8438,596.5908,100.9489,100.0,0.6,0.0,,1.0,0.4331,318.0,TRAIN
SIG-005887,2020-06-01,East,West Bengal,40.9235,29.494,516.2622,113.6158,91.0,0.6,0.0,0.0,1.0,0.4193,368.0,TRAIN
SIG-005888,2020-06-01,East,West Bengal,41.2592,31.0083,544.0122,91.3446,91.0,0.6,0.0,0.0,1.0,,303.0,TRAIN
SIG-005889,2020-06-01,East,West Bengal,39.9573,29.2761,498.5007,93.0949,91.0,0.6,0.0,0.0,,0.3749,325.0,TRAIN
SIG-005890,2020-06-01,East,West Bengal,40.1925,28.4668,489.8893,102.3051,79.0,0.6,0.0,0.0,1.0,0.3749,316.0,TRAIN
SIG-005891,2020-06-01,East,West Bengal,40.3889,28.8745,498.9505,,85.0,0.6,0.0,0.0,1.0,0.3722,319.0,TRAIN
SIG-005892,2020-06-01,East,West Bengal,39.7703,27.8336,474.0589,93.1273,73.0,0.6,0.0,0.0,1.0,0.3452,267.0,TRAIN
SIG-005893,2020-06-01,East,West Bengal,38.8132,30.0086,492.3271,91.0708,76.0,0.6,0.0,0.0,1.0,0.3511,301.0,TRAIN
SIG-005894,2020-06-01,East,West Bengal,40.8943,32.8831,566.661,90.8131,88.0,0.6,0.0,0.0,1.0,0.3898,364.0,TRAIN
SIG-005895,2020-06-01,East,West Bengal,40.407,30.1875,518.9182,106.3825,86.0,0.6,0.0,0.0,1.0,0.4006,348.0,TRAIN
SIG-005896,2020-06-01,East,West Bengal,40.1166,28.68,491.9483,112.7711,80.0,0.6,0.0,0.0,1.0,0.3964,333.0,TRAIN
SIG-005897,2020-06-01,East,West Bengal,40.607,31.7741,545.7164,113.9103,91.0,0.6,0.0,0.0,1.0,0.4297,348.0,TRAIN
SIG-005898,2020-06-01,East,West Bengal,39.3825,29.2675,489.7497,94.9385,85.0,0.6,0.0,0.0,1.0,,316.0,TRAIN
SIG-005899,2020-06-01,East,West Bengal,41.4506,29.8624,529.695,,84.0,0.6,0.0,0.0,1.0,0.3783,324.0,TRAIN
SIG-005900,2020-06-01,East,West Bengal,42.831,34.2763,616.6095,98.1331,100.0,0.6,0.0,0.0,1.0,0.4345,291.0,TRAIN
SIG-005901,2020-06-01,East,West Bengal,37.0687,27.0775,422.1917,108.9871,68.0,0.6,0.0,0.0,1.0,0.3517,218.0,TRAIN
SIG-005902,2020-06-01,East,West Bengal,39.5504,27.8008,470.2683,105.9247,87.0,0.6,0.0,0.0,1.0,0.3848,283.0,TRAIN
SIG-005903,2020-06-01,East,West Bengal,40.1552,32.1412,544.4464,98.0281,93.0,0.6,0.0,0.0,1.0,0.4019,,TRAIN
SIG-005904,2020-06-01,East,West Bengal,40.0576,31.5983,534.8377,109.2032,86.0,0.6,0.0,0.0,1.0,0.4112,325.0,TRAIN
SIG-005905,2020-06-01,East,West Bengal,38.0134,29.3114,469.8711,101.4802,69.0,0.6,0.0,0.0,1.0,0.3547,,TRAIN
SIG-005906,2020-06-01,East,West Bengal,,29.899,527.4614,106.7562,85.0,0.6,0.0,0.0,1.0,0.403,376.0,TRAIN
SIG-005907,2020-06-01,East,West Bengal,38.4547,26.5954,435.7519,102.5905,71.0,0.6,0.0,0.0,1.0,0.3478,289.0,TRAIN
SIG-005908,2020-06-01,East,West Bengal,42.4061,32.9973,591.0513,90.0791,96.0,0.6,0.0,0.0,1.0,0.4061,301.0,TRAIN
SIG-005909,2020-06-01,East,West Bengal,39.0452,28.6826,,113.941,78.0,0.6,0.0,0.0,1.0,0.3909,280.0,TRAIN
SIG-005910,2020-06-01,East,West Bengal,39.4842,31.2741,521.3746,94.922,84.0,0.6,0.0,0.0,1.0,0.3776,289.0,TRAIN
SIG-005911,2020-06-01,East,West Bengal,40.6285,29.4769,,107.9927,86.0,0.6,0.0,0.0,1.0,0.4012,344.0,TRAIN
SIG-005912,2020-06-01,East,West Bengal,37.5011,25.7606,408.9257,112.791,63.0,0.6,0.0,,1.0,0.3484,339.0,TRAIN
SIG-005913,2020-06-01,East,West Bengal,38.7261,29.2733,479.9909,97.1521,79.0,0.6,0.0,,1.0,0.362,318.0,TRAIN
SIG-005914,2020-06-01,East,West Bengal,41.0648,32.6039,565.0306,111.5693,88.0,0.6,,0.0,1.0,0.4281,323.0,TRAIN
SIG-005915,2020-06-01,East,West Bengal,40.4739,31.2357,535.6443,110.4939,96.0,0.6,0.0,0.0,,0.4259,346.0,TRAIN
SIG-005916,2020-06-01,East,West Bengal,39.6564,28.7505,486.1041,109.261,87.0,0.6,0.0,0.0,1.0,0.3963,304.0,TRAIN
SIG-005917,2020-06-01,East,West Bengal,39.7347,28.6656,486.0045,99.0096,74.0,0.6,0.0,0.0,1.0,0.3614,294.0,TRAIN
SIG-005918,2020-06-01,East,West Bengal,41.0331,30.3306,530.4564,109.1376,89.0,0.6,0.0,0.0,1.0,0.4133,279.0,TRAIN
SIG-005919,2020-06-01,East,West Bengal,38.9198,29.3809,484.5094,109.7504,85.0,0.6,0.0,0.0,,,299.0,TRAIN
SIG-005920,2020-06-01,East,West Bengal,39.8466,30.614,516.9088,108.8322,81.0,0.6,0.0,0.0,1.0,0.3986,292.0,TRAIN
SIG-005921,2020-06-01,West,Maharashtra,41.2216,29.2239,516.6815,106.1183,86.0,0.6,0.0,0.0,1.0,0.3994,461.0,TRAIN
SIG-005922,2020-06-01,West,Maharashtra,39.7567,30.0758,507.4874,95.5271,93.0,0.6,0.0,0.0,1.0,0.3849,417.0,TRAIN
SIG-005923,2020-06-01,West,Maharashtra,41.4923,30.7925,544.2713,101.3411,86.0,0.6,0.0,0.0,,0.3996,497.0,TRAIN
SIG-005924,2020-06-01,West,Maharashtra,41.0928,31.3267,546.2914,104.4147,76.0,0.6,0.0,0.0,1.0,0.3941,466.0,TRAIN
SIG-005925,2020-06-01,West,Maharashtra,42.1734,31.8266,570.001,98.5868,100.0,0.6,0.0,0.0,1.0,0.4199,431.0,TRAIN
SIG-005926,2020-06-01,West,Maharashtra,39.0379,27.3661,456.0598,110.1661,84.0,0.6,0.0,0.0,1.0,0.3844,551.0,TRAIN
SIG-005927,2020-06-01,West,Maharashtra,39.471,30.054,502.8751,111.6389,74.0,0.6,0.0,0.0,1.0,0.3907,518.0,TRAIN
SIG-005928,2020-06-01,West,Maharashtra,42.5368,34.3913,613.9223,103.7566,100.0,0.6,0.0,0.0,1.0,,474.0,TRAIN
SIG-005929,2020-06-01,West,Maharashtra,41.0289,29.1323,512.4187,113.2226,88.0,0.6,0.0,0.0,1.0,0.4137,385.0,TRAIN
SIG-005930,2020-06-01,West,Maharashtra,40.1759,,488.5238,101.9928,75.0,0.6,0.0,0.0,1.0,0.3691,432.0,TRAIN
SIG-005931,2020-06-01,West,Maharashtra,41.0497,29.1451,512.9221,104.6824,90.0,0.6,0.0,0.0,1.0,0.4003,448.0,TRAIN
SIG-005932,2020-06-01,West,Maharashtra,41.7725,33.5813,590.3064,,96.0,0.6,0.0,,1.0,0.4508,440.0,TRAIN
SIG-005933,2020-06-01,West,Maharashtra,41.7189,33.4875,588.0966,98.5613,95.0,0.6,0.0,0.0,1.0,0.4198,457.0,TRAIN
